138	588
138	1003
138	2956
138	3298
138	3322
138	4223
138	4474
138	4972
138	7181
138	8241
138	8856
138	8911
138	9595
138	9597
138	10591
138	16583
138	17283
138	18094
138	20658
138	21345
138	21491
138	22056
138	23227
138	24578
138	27086
138	28678
138	29326
138	33245
138	34702
138	40168
138	42189
138	42651
138	44395
138	47267
138	49613
138	51930
138	51995
138	52502
138	52534
138	53119
138	53189
138	53260
138	54313
588	1003
588	1598
588	1657
588	2493
588	3191
588	3298
588	4015
588	4670
588	7002
588	7181
588	8856
588	9446
588	12288
588	15441
588	19354
588	19885
588	20658
588	21345
588	21488
588	22197
588	23371
588	34702
588	37679
588	38148
588	42651
588	48713
588	48877
588	49017
588	50127
588	52502
593	1003
593	1657
593	3298
593	3322
593	3461
593	4015
593	4474
593	4670
593	5413
593	6418
593	7002
593	8035
593	8856
593	9446
593	9526
593	9890
593	15441
593	20658
593	21345
593	21488
593	22056
593	22197
593	23866
593	24578
593	25056
593	27333
593	29326
593	33245
593	33921
593	38148
593	42651
593	47267
593	48713
593	48877
593	49017
593	49023
593	50127
593	52502
593	52534
1003	2956
1003	4223
1003	5563
1003	7002
1003	7708
1003	9595
1003	18094
1003	19885
1003	20658
1003	21641
1003	21774
1003	23227
1003	28678
1003	33426
1003	33750
1003	34572
1003	34702
1003	37679
1003	40168
1003	42189
1003	43472
1003	45217
1003	48877
1003	49023
1003	51021
1003	53260
1598	2956
1598	3298
1598	3322
1598	9446
1598	21488
1598	21491
1598	23866
1598	28678
1598	33921
1598	40168
1598	43472
1598	47267
1598	49023
1598	50127
1657	4223
1657	7002
1657	7708
1657	9446
1657	19362
1657	19885
1657	20658
1657	21491
1657	21641
1657	23866
1657	27086
1657	28677
1657	28678
1657	33750
1657	34572
1657	40168
1657	43472
1657	49023
1657	49288
1657	51021
1657	52144
2493	3298
2493	3322
2493	4015
2493	4223
2493	4474
2493	4972
2493	5563
2493	6418
2493	7002
2493	7708
2493	8035
2493	10591
2493	15441
2493	19354
2493	19362
2493	21345
2493	21488
2493	21491
2493	21641
2493	23227
2493	23866
2493	24578
2493	24691
2493	25056
2493	27086
2493	27333
2493	28677
2493	28678
2493	33750
2493	33921
2493	42189
2493	44395
2493	44947
2493	45217
2493	47267
2493	47409
2493	49023
2493	49613
2493	51021
2493	51930
2493	52502
2493	52686
2493	53119
2493	53189
2493	53260
2493	54313
2956	3191
2956	3322
2956	3461
2956	4015
2956	4474
2956	4670
2956	4972
2956	6418
2956	7002
2956	7181
2956	8035
2956	8241
2956	8856
2956	9446
2956	9595
2956	9597
2956	9890
2956	10591
2956	12288
2956	13705
2956	15441
2956	17283
2956	19885
2956	21345
2956	21488
2956	21491
2956	22056
2956	22197
2956	23227
2956	23371
2956	23866
2956	24578
2956	24691
2956	25056
2956	29326
2956	33245
2956	33426
2956	33750
2956	33921
2956	34024
2956	42189
2956	42651
2956	43674
2956	44395
